238,1,1
239,1,0
240,7,0
241,1,1
242,0,0
243,10,0
244,1,2
245,2,0
246,7,0
247,6,2
248,9,2
249,0,4
250,10,0
251,6,4
252,9,4
253,0,7
254,5,0
255,8,3
256,4,8
257,9,3
258,2,6
259,5,2
260,7,3
261,3,5
262,7,1
263,3,7
264,0,1
265,0,0
266,2,0
267,6,2
268,2,2
269,7,2
270,5,7
271,4,5
272,6,2
273,5,4
274,3,0
275,8,2
276,1,2
277,7,1
278,0,5
279,1,0
280,10,1
281,7,1
282,9,6
283,9,1
284,9,9
285,1,1
286,6,1
287,3,1
288,4,0
289,8,3
290,5,0
291,9,0
292,3,3
293,6,0
294,10,0
295,4,5
296,10,0
297,9,1
298,0,4
299,1,0
300,2,1
301,0,1
302,10,0
303,4,7
304,8,2
305,2,3
306,10,1
307,4,9
308,6,3
309,2,4
310,3,2
311,8,1
312,8,5
313,9,6
314,2,3
315,0,1
316,5,0
317,3,1
318,6,0
319,4,0
320,6,2
321,7,2
322,9,7
323,2,9
324,5,1
325,5,2
326,6,2
327,1,1
328,3,1
329,3,0
330,8,0
331,5,8
332,7,2
333,2,1
334,0,2
335,0,0
336,9,0
337,10,8
338,1,0
339,1,0
340,5,0
341,7,4
342,8,2
343,3,2
344,1,0
345,3,1
346,2,0
347,10,2
348,0,6
349,10,0
350,1,8
351,4,0
352,6,0
353,2,2
354,10,0
355,3,0
356,5,0
357,1,2
358,1,1
359,6,1
360,4,4
361,7,1
362,5,2
363,9,2
364,4,5
365,0,3
366,7,0
367,4,4
368,6,2
369,1,5
370,8,1
371,3,5
372,6,2
373,2,4
374,10,0
375,1,9
376,4,0
377,2,4
378,9,0
379,2,2
380,3,2
381,0,3
382,6,0
383,1,2
384,4,1
385,4,2
386,9,4
387,6,3
388,6,2
389,3,6
390,1,0
391,10,1
392,10,8
393,3,6
394,7,2
395,5,3
396,3,2
397,5,0
398,3,5
399,8,0
400,10,3
401,3,10
402,9,2
403,1,6
404,5,1
405,1,2
406,6,0
407,3,4
408,8,1
409,8,0
410,7,3
411,9,5
412,7,1
413,6,0
414,7,4
415,5,7
416,1,1
417,5,0
418,9,0
419,3,0
420,0,1
421,9,0
422,3,0
423,1,2
424,9,1
425,6,1
426,0,0
427,3,0
428,8,0
429,7,1
430,0,7
431,4,0
432,10,3
433,8,4
434,5,4
435,2,5
436,3,0
437,8,1
438,4,5
439,8,1
440,8,7
441,4,8
442,3,0
443,0,1
444,3,0
445,3,0
446,1,1
447,1,1
448,9,0
449,10,4
450,0,5
451,7,0
452,0,7
453,3,0
454,1,3
455,5,0
456,8,0
457,2,1
458,10,2
459,6,1
460,9,1
461,5,1
462,1,3
463,0,0
464,3,0
465,8,2
466,6,7
467,7,6
468,3,1
469,1,3
470,9,1
471,0,7
472,2,0
473,10,1
474,8,4
475,4,6
476,2,1
477,10,2
478,8,7
479,0,3
480,1,0
481,3,0
482,9,3
483,7,8
484,2,5
485,1,0
486,3,0
487,7,3
488,10,2
489,6,9
490,3,5
491,7,1
492,7,1
493,2,4
494,6,2
495,1,0
496,1,0
497,0,1
498,5,0
499,4,3
500,8,4
501,5,7
502,0,1
503,9,0
504,3,5
505,2,3
506,6,2
507,2,1
508,8,2
509,3,0
510,4,1
511,7,4
512,1,3
513,6,0
514,3,1
515,7,3
516,0,1
517,0,0
518,5,0
519,2,4
520,1,1
521,4,0
522,1,2
523,9,0
524,8,0
525,7,7
526,0,5
527,5,0
528,8,4
529,6,2
530,6,4
531,9,6
532,1,5
533,3,0
534,10,3
535,6,2
536,5,6
537,2,0
538,10,2
539,1,9
540,10,1
541,9,5
542,0,2
543,6,0
544,9,1
545,4,0
546,7,3
547,7,3
548,9,3
549,7,5
550,7,6
551,4,3
552,6,2
553,7,2
554,0,7
555,5,0
556,0,5
557,4,0
558,9,2
559,3,5
560,2,0
561,9,2
562,0,9
563,5,0
564,2,2
565,4,0
566,6,3
567,1,3
568,6,1
569,8,5
570,1,0
571,5,1
572,5,0
573,1,5
574,10,1
575,0,4
576,8,0
577,1,8
578,10,0
579,2,1
580,0,2
581,8,0
582,3,2
583,0,2
584,5,0
585,3,5
586,1,3
587,10,0
588,1,2
589,4,1
590,0,4
591,2,0
592,1,1
593,4,0
594,10,3
595,7,7
596,8,0
597,0,7
598,8,0
599,7,0
600,2,2
601,0,0
602,6,0
603,2,0
604,8,1
605,6,5
606,10,2
607,7,2
608,8,4
609,5,2
610,3,5
611,7,2
612,3,1
613,4,3
614,9,3
615,6,2
616,8,1
617,3,5
618,0,3
619,1,0
620,6,0
621,10,0
622,7,2
623,7,0
624,8,3
625,1,3
626,4,1
627,3,4
628,7,3
629,0,2
630,5,0
631,2,2
632,1,1
633,4,1
634,9,3
635,1,6
636,0,1
637,8,0
638,5,4
639,4,2
640,10,2
641,8,2
642,3,7
643,6,3
644,10,0
645,0,3
646,9,0
647,10,4
648,10,8
649,6,3
650,6,6
651,2,5
652,6,1
653,6,2
654,0,3
655,9,0
656,9,4
657,8,2
658,6,7
659,4,6
660,7,1
661,5,6
662,6,2
663,4,6
664,6,2
665,6,3
666,2,6
667,1,1
668,5,0
669,3,2
670,3,1
671,0,3
672,10,0
673,0,3
674,1,0
675,3,0
676,0,3
677,3,0
678,5,1
679,8,5
680,9,3
681,2,3
682,5,1
683,3,4
684,1,0
685,6,0
686,0,3
687,1,0
688,3,0
689,6,3
690,0,6
691,5,0
692,8,0
693,1,4
694,2,1
695,5,0
696,6,3
697,2,0
698,3,0
699,7,1
700,5,1
701,7,1
702,0,7
703,1,0
704,0,1
705,4,0
706,9,3
707,2,4
708,3,1
709,7,0
710,0,6
711,5,0
712,1,5
713,2,0
714,7,2
715,0,2
716,1,0
717,6,0
718,5,3
719,10,3
720,4,6
721,4,3
722,1,2
723,6,1
724,4,6
725,6,4
726,5,6
727,0,4
728,5,0
729,0,4
730,5,0
731,3,5
732,10,2
733,7,0
734,8,3
735,0,5
736,10,0
737,2,0
738,6,2
739,10,3
740,5,4
741,7,3
742,4,1
743,7,2
744,7,3
745,2,2
746,10,1
747,3,4
748,9,2
749,9,8
750,4,6
751,4,0
752,4,3
753,4,4
754,9,0
755,3,8
756,9,0
757,0,4
758,1,0
759,2,1
760,10,1
761,2,9
762,4,0
763,2,2
764,3,0
765,3,2
766,1,2
767,8,0
768,9,2
769,3,1
770,10,0
771,10,0
772,0,0
773,0,0
774,9,0
775,2,1
776,3,2
777,6,1
778,0,4
779,10,0
780,10,7
781,1,6
782,3,1
783,9,0
784,0,7
785,7,0
786,0,7
787,1,0
788,10,1
789,5,3
790,2,5
791,7,1
792,10,6
793,2,10
794,10,1
795,7,10
796,3,7
797,2,0
798,8,0
799,1,8
800,2,0
801,3,1
802,0,0
803,5,0
804,7,5
805,4,1
806,10,3
807,7,6
808,4,0
809,6,2
810,9,0
811,3,7
812,0,1
813,9,0
814,7,3
815,2,2
816,9,1
817,7,4
818,9,7
819,4,0
820,7,0
821,0,0
822,9,0
823,2,3
824,1,0
825,5,1
826,7,3
827,9,4
828,6,9
829,5,5
830,4,3
831,3,0
832,6,3
833,3,5
834,0,2
835,5,0
836,4,4
837,4,4
838,4,3
839,3,0
840,7,2
841,1,5
842,6,0
843,10,2
844,5,4
845,0,1
846,0,0
847,2,0
848,9,2
849,6,9
850,4,2
851,10,1
852,0,1
853,3,0
854,3,2
855,3,3
856,6,1
857,9,5
858,5,3
859,6,2
860,0,2
861,8,0
862,6,5
863,2,6
864,10,1
865,7,6
866,9,6
867,5,7
868,0,1
869,3,0
870,4,1
871,8,2
872,4,5
873,3,1
874,3,0
875,0,1
876,3,0
877,3,3
878,7,3
879,7,1
880,1,0
881,8,1
882,1,5
883,9,0
884,10,7
885,4,2
886,6,0
887,2,3
888,8,0
889,10,8
890,5,1
891,4,3
892,2,0
893,7,1
894,9,3
895,9,6
896,10,0
897,9,5
898,2,1
899,3,2
900,3,3
901,6,0
902,2,4
903,8,1
904,5,8
905,5,2
906,8,1
907,9,2
908,2,4
909,4,0
910,5,1
911,6,0
912,0,3
913,8,0
914,1,2
915,8,1
916,8,0
917,3,2
918,5,0
919,5,2
920,8,1
921,3,7
922,9,1
923,5,2
924,3,2
925,5,1
926,6,5
927,6,3
928,10,0
929,7,0
930,10,5
931,1,6
932,1,0
933,1,1
934,4,1
935,3,0
936,2,3
937,3,2
938,0,3
939,9,0
940,6,1
941,5,6
942,1,0
943,3,1
944,5,3
945,9,1
946,4,6
947,9,1
948,1,4
949,4,0
950,2,2
951,0,1
952,9,0
953,2,8
954,9,2
955,5,4
956,1,4
957,6,1
958,2,3
959,7,1
960,8,6
961,5,0
962,4,5
963,7,4
964,3,4
965,4,2
966,6,2
967,5,1
968,6,1
969,5,2
970,3,4
971,2,3
972,3,1
973,5,3
974,6,0
975,6,6
976,2,2
977,7,2
978,5,0
979,1,2
980,1,1
981,4,1
982,6,0
983,6,6
984,9,2
985,7,7
986,2,7
987,8,0
988,6,4
989,7,5
990,2,1
991,2,2
992,7,2
993,4,1
994,2,2
995,8,1
996,3,3
997,10,2
998,8,4
999,4,1
